id,created_at,subject,concept,total_questions,correct_count,wrong_count,details
401,2026-06-28 01:01:56.220582,SE,"2-a. 프로그래밍언어 및 환경(코딩원리, 코딩오류, 코딩 스타일, uml과 코딩)",1,1,0,"{""q_id"": ""2024_49"", ""user_choice"": [3], ""correct_answer"": [3], ""is_correct"": true}"
402,2026-06-28 01:02:20.241054,SE,1-b. 객체지향 개념,1,1,0,"{""q_id"": ""2026_32"", ""user_choice"": [2], ""correct_answer"": [2], ""is_correct"": true}"
403,2026-06-28 01:02:39.264745,SE,1-b. 객체지향 개념,1,1,0,"{""q_id"": ""2024_46"", ""user_choice"": [2], ""correct_answer"": [2], ""is_correct"": true}"
404,2026-06-28 01:02:57.527857,SE,"1-a. 요구사항 도출, 요구사항 분석, 요구사항 명세, 요구사항 추적",1,1,0,"{""q_id"": ""2025_45"", ""user_choice"": [4], ""correct_answer"": [4], ""is_correct"": true}"
405,2026-06-28 01:03:11.298641,SE,1-b. 객체지향 개념,1,1,0,"{""q_id"": ""2024_41"", ""user_choice"": [1], ""correct_answer"": [1], ""is_correct"": true}"
406,2026-06-28 01:03:36.750944,SE,1-d. UML/SysML 모델링,1,1,0,"{""q_id"": ""2021_49"", ""user_choice"": [4], ""correct_answer"": [4], ""is_correct"": true}"
407,2026-06-28 01:18:23.434696,SE,"3-d. 재사용, 재공학, 역공학, Refactoring",1,1,0,"{""q_id"": ""2024_27"", ""user_choice"": [3], ""correct_answer"": [3], ""is_correct"": true}"
408,2026-06-28 01:18:55.505452,SE,1-b. 객체지향 개념,1,1,0,"{""q_id"": ""2026_49"", ""user_choice"": [2], ""correct_answer"": [2], ""is_correct"": true}"
409,2026-06-28 01:19:28.284921,SE,1-f. 설계패턴,1,1,0,"{""q_id"": ""2020_43"", ""user_choice"": [1], ""correct_answer"": [1], ""is_correct"": true}"
410,2026-06-28 01:21:32.263655,SE,"4-b. CBD, Agile, 데브 옵스, aop 등",1,1,0,"{""q_id"": ""2026_46"", ""user_choice"": [1], ""correct_answer"": [1], ""is_correct"": true}"
411,2026-06-28 01:21:39.189176,DB,1-a. 데이터베이스 시스템 개념 및 이론,1,1,0,"{""q_id"": ""2026_67"", ""user_choice"": [2], ""correct_answer"": [2], ""is_correct"": true}"
412,2026-06-28 01:22:14.550435,SE,"4-i. 웹서비스(SOAP, REST)",1,1,0,"{""q_id"": ""2021_33"", ""user_choice"": [2], ""correct_answer"": [2], ""is_correct"": true}"
413,2026-06-28 01:22:49.225809,SE,1-c. 설계원리,1,1,0,"{""q_id"": ""2016_27"", ""user_choice"": [2], ""correct_answer"": [2], ""is_correct"": true}"
414,2026-06-28 01:23:20.109966,SE,"1-a. 요구사항 도출, 요구사항 분석, 요구사항 명세, 요구사항 추적",1,1,0,"{""q_id"": ""2020_34"", ""user_choice"": [2], ""correct_answer"": [2], ""is_correct"": true}"
415,2026-06-28 01:24:14.802674,SE,1-d. UML/SysML 모델링,1,0,1,"{""q_id"": ""2026_31"", ""user_choice"": [1], ""correct_answer"": [2], ""is_correct"": false}"
416,2026-06-28 01:24:20.346589,DB,1-a. 데이터베이스 시스템 개념 및 이론,1,0,1,"{""q_id"": ""2026_67"", ""user_choice"": [1], ""correct_answer"": [2], ""is_correct"": false}"
417,2026-06-28 01:24:28.426778,DB,1-a. 데이터베이스 시스템 개념 및 이론,1,1,0,"{""q_id"": ""2026_67"", ""user_choice"": [2], ""correct_answer"": [2], ""is_correct"": true}"
418,2026-06-28 01:29:51.850179,SE,1-b. 객체지향 개념,1,1,0,"{""q_id"": ""2020_41"", ""user_choice"": [3], ""correct_answer"": [3], ""is_correct"": true}"
419,2026-06-28 01:30:23.558101,SE,5-a. SW Product 품질,1,1,0,"{""q_id"": ""2025_31"", ""user_choice"": [2], ""correct_answer"": [2], ""is_correct"": true}"
420,2026-06-28 01:30:33.374004,SE,5-a. SW Product 품질,1,1,0,"{""q_id"": ""2025_31"", ""user_choice"": [2], ""correct_answer"": [2], ""is_correct"": true}"
421,2026-06-28 01:30:38.621594,SE,5-a. SW Product 품질,1,1,0,"{""q_id"": ""2025_31"", ""user_choice"": [2], ""correct_answer"": [2], ""is_correct"": true}"
422,2026-06-28 01:30:43.733259,SE,5-a. SW Product 품질,1,1,0,"{""q_id"": ""2025_31"", ""user_choice"": [2], ""correct_answer"": [2], ""is_correct"": true}"
423,2026-06-28 01:30:53.758867,SE,5-a. SW Product 품질,1,1,0,"{""q_id"": ""2025_31"", ""user_choice"": [2], ""correct_answer"": [2], ""is_correct"": true}"
424,2026-06-28 01:31:02.281371,SE,5-a. SW Product 품질,1,1,0,"{""q_id"": ""2025_31"", ""user_choice"": [2], ""correct_answer"": [2], ""is_correct"": true}"
425,2026-06-28 01:31:09.446749,SE,5-a. SW Product 품질,1,1,0,"{""q_id"": ""2025_31"", ""user_choice"": [2], ""correct_answer"": [2], ""is_correct"": true}"
426,2026-06-28 01:31:14.731029,SE,5-a. SW Product 품질,1,1,0,"{""q_id"": ""2025_31"", ""user_choice"": [2], ""correct_answer"": [2], ""is_correct"": true}"
427,2026-06-28 01:31:19.968234,SE,5-a. SW Product 품질,1,1,0,"{""q_id"": ""2025_31"", ""user_choice"": [2], ""correct_answer"": [2], ""is_correct"": true}"
428,2026-06-28 01:31:28.394799,SE,5-a. SW Product 품질,1,1,0,"{""q_id"": ""2025_31"", ""user_choice"": [2], ""correct_answer"": [2], ""is_correct"": true}"
429,2026-06-28 01:34:50.720474,SE,"1-a. 요구사항 도출, 요구사항 분석, 요구사항 명세, 요구사항 추적",1,1,0,"{""q_id"": ""2025_43"", ""user_choice"": [1], ""correct_answer"": [1], ""is_correct"": true}"
430,2026-06-28 01:36:05.151004,SE,"1-a. 요구사항 도출, 요구사항 분석, 요구사항 명세, 요구사항 추적",1,1,0,"{""q_id"": ""2025_43"", ""user_choice"": [1], ""correct_answer"": [1], ""is_correct"": true}"
431,2026-06-28 01:44:18.560248,SE,"1-a. 요구사항 도출, 요구사항 분석, 요구사항 명세, 요구사항 추적",1,1,0,"{""q_id"": ""2025_45"", ""user_choice"": [4], ""correct_answer"": [4], ""is_correct"": true}"
432,2026-06-28 01:45:37.939616,SE,2-e. 테스팅 방법 및 도구,1,0,1,"{""q_id"": ""2021_44"", ""user_choice"": [1], ""correct_answer"": [2], ""is_correct"": false}"
433,2026-06-28 01:46:00.605068,SE,2-e. 테스팅 방법 및 도구,1,1,0,"{""q_id"": ""2021_44"", ""user_choice"": [1], ""correct_answer"": [1], ""is_correct"": true}"
434,2026-06-28 01:46:06.609097,SE,2-e. 테스팅 방법 및 도구,1,1,0,"{""q_id"": ""2021_44"", ""user_choice"": [1], ""correct_answer"": [1], ""is_correct"": true}"
435,2026-06-28 01:46:17.065796,SE,2-e. 테스팅 방법 및 도구,1,1,0,"{""q_id"": ""2021_44"", ""user_choice"": [1], ""correct_answer"": [1], ""is_correct"": true}"
436,2026-06-28 01:46:24.112361,SE,2-e. 테스팅 방법 및 도구,1,1,0,"{""q_id"": ""2021_44"", ""user_choice"": [1], ""correct_answer"": [1], ""is_correct"": true}"
437,2026-06-28 01:46:29.596442,SE,2-e. 테스팅 방법 및 도구,1,1,0,"{""q_id"": ""2021_44"", ""user_choice"": [1], ""correct_answer"": [1], ""is_correct"": true}"
438,2026-06-28 01:50:22.034216,SE,"1-a. 요구사항 도출, 요구사항 분석, 요구사항 명세, 요구사항 추적",1,1,0,"{""q_id"": ""2025_45"", ""user_choice"": [4], ""correct_answer"": [4], ""is_correct"": true}"
439,2026-06-28 01:52:32.200655,SE,"1-a. 요구사항 도출, 요구사항 분석, 요구사항 명세, 요구사항 추적",1,1,0,"{""q_id"": ""2025_45"", ""user_choice"": [4], ""correct_answer"": [4], ""is_correct"": true}"
440,2026-06-28 02:01:43.929933,SE,"1-a. 요구사항 도출, 요구사항 분석, 요구사항 명세, 요구사항 추적",1,1,0,"{""q_id"": ""2025_45"", ""user_choice"": [4], ""correct_answer"": [4], ""is_correct"": true}"
441,2026-06-28 02:14:10.070638,SE,1-g. 사용자 인터페이스 설계,1,1,0,"{""q_id"": ""2016_43"", ""user_choice"": [2], ""correct_answer"": [2], ""is_correct"": true}"
442,2026-06-28 02:15:33.016262,SE,1-b. 객체지향 개념,1,1,0,"{""q_id"": ""2015_27"", ""user_choice"": [3], ""correct_answer"": [3], ""is_correct"": true}"
443,2026-06-28 02:19:57.627228,SE,3-b. 형상관리,1,0,1,"{""q_id"": ""2026_36"", ""user_choice"": [1], ""correct_answer"": [4], ""is_correct"": false}"
444,2026-06-28 02:20:07.5844,SE,3-b. 형상관리,1,1,0,"{""q_id"": ""2026_36"", ""user_choice"": [4], ""correct_answer"": [4], ""is_correct"": true}"
445,2026-06-28 02:25:01.50104,SE,3-b. 형상관리,1,1,0,"{""q_id"": ""2023_49"", ""user_choice"": [3], ""correct_answer"": [3], ""is_correct"": true}"
446,2026-06-28 02:25:50.788572,SE,1-b. 객체지향 개념,1,1,0,"{""q_id"": ""2015_29"", ""user_choice"": [1], ""correct_answer"": [1], ""is_correct"": true}"
447,2026-06-28 02:32:33.068644,SE,1-b. 객체지향 개념,1,1,0,"{""q_id"": ""2020_50"", ""user_choice"": [1], ""correct_answer"": [1], ""is_correct"": true}"
448,2026-06-28 02:36:29.230349,SE,"4-i. 웹서비스(SOAP, REST)",1,1,0,"{""q_id"": ""2021_33"", ""user_choice"": [2], ""correct_answer"": [2], ""is_correct"": true}"
449,2026-06-28 02:37:13.510463,SE,1-c. 설계원리,1,1,0,"{""q_id"": ""2015_43"", ""user_choice"": [4], ""correct_answer"": [4], ""is_correct"": true}"
450,2026-06-28 02:37:56.755454,SE,"1-a. 요구사항 도출, 요구사항 분석, 요구사항 명세, 요구사항 추적",1,1,0,"{""q_id"": ""2020_26"", ""user_choice"": [3], ""correct_answer"": [3], ""is_correct"": true}"
451,2026-06-28 04:49:28.309462,SE,1-c. 설계원리,1,1,0,"{""q_id"": ""2021_48"", ""user_choice"": [4], ""correct_answer"": [4], ""is_correct"": true}"
452,2026-06-28 04:50:17.815944,SE,2-e. 테스팅 방법 및 도구,1,1,0,"{""q_id"": ""2018_30"", ""user_choice"": [3], ""correct_answer"": [3], ""is_correct"": true}"
453,2026-06-28 04:51:56.765331,SE,[기타],1,0,1,"{""q_id"": ""2016_31"", ""user_choice"": [3], ""correct_answer"": [2], ""is_correct"": false}"
454,2026-06-28 04:52:37.37734,SE,1-d. UML/SysML 모델링,1,1,0,"{""q_id"": ""2017_49"", ""user_choice"": [2], ""correct_answer"": [2], ""is_correct"": true}"
455,2026-06-28 04:53:02.464023,SE,"4-i. 웹서비스(SOAP, REST)",1,1,0,"{""q_id"": ""2019_48"", ""user_choice"": [3], ""correct_answer"": [3], ""is_correct"": true}"
456,2026-06-28 04:53:40.513148,SE,1-f. 설계패턴,1,1,0,"{""q_id"": ""2020_28"", ""user_choice"": [4], ""correct_answer"": [4], ""is_correct"": true}"
457,2026-06-28 04:55:38.581553,SE,3-a. 유지관리 개념 및 방법,1,1,0,"{""q_id"": ""2020_49"", ""user_choice"": [1], ""correct_answer"": [1], ""is_correct"": true}"
458,2026-06-28 04:56:16.726625,SE,3-b. 형상관리,1,1,0,"{""q_id"": ""2023_42"", ""user_choice"": [3], ""correct_answer"": [3], ""is_correct"": true}"
459,2026-06-28 04:56:35.101476,SE,"4-g. 전자정부표준프레임워크, 스프링 프레임워크",1,1,0,"{""q_id"": ""2021_34"", ""user_choice"": [1], ""correct_answer"": [1], ""is_correct"": true}"
460,2026-06-28 04:58:24.965894,SE,"3-d. 재사용, 재공학, 역공학, Refactoring",1,1,0,"{""q_id"": ""2024_40"", ""user_choice"": [2], ""correct_answer"": [2], ""is_correct"": true}"
461,2026-06-28 05:00:02.542815,SE,"3-d. 재사용, 재공학, 역공학, Refactoring",1,1,0,"{""q_id"": ""2022_34"", ""user_choice"": [1], ""correct_answer"": [1], ""is_correct"": true}"
462,2026-06-28 05:02:10.390299,SE,1-d. UML/SysML 모델링,1,1,0,"{""q_id"": ""2021_50"", ""user_choice"": [1], ""correct_answer"": [1], ""is_correct"": true}"
463,2026-06-28 05:03:13.133077,SE,"3-d. 재사용, 재공학, 역공학, Refactoring",1,0,1,"{""q_id"": ""2025_49"", ""user_choice"": [2], ""correct_answer"": [4], ""is_correct"": false}"
464,2026-06-28 05:04:02.321069,SE,1-b. 객체지향 개념,1,1,0,"{""q_id"": ""2021_40"", ""user_choice"": [2], ""correct_answer"": [2], ""is_correct"": true}"
465,2026-06-28 05:05:04.144759,SE,1-b. 객체지향 개념,1,1,0,"{""q_id"": ""2020_50"", ""user_choice"": [1], ""correct_answer"": [1], ""is_correct"": true}"
466,2026-06-28 05:06:55.958579,SE,1-d. UML/SysML 모델링,1,1,0,"{""q_id"": ""2021_31"", ""user_choice"": [2], ""correct_answer"": [2], ""is_correct"": true}"
467,2026-06-28 05:07:55.838092,SE,[기타],1,0,1,"{""q_id"": ""2017_42"", ""user_choice"": [2], ""correct_answer"": [1], ""is_correct"": false}"
468,2026-06-28 05:08:48.165036,SE,1-b. 객체지향 개념,1,1,0,"{""q_id"": ""2024_31"", ""user_choice"": [1], ""correct_answer"": [1], ""is_correct"": true}"
469,2026-06-28 05:09:16.032459,SE,1-d. UML/SysML 모델링,1,1,0,"{""q_id"": ""2018_48"", ""user_choice"": [3], ""correct_answer"": [3], ""is_correct"": true}"
470,2026-06-28 05:10:55.665698,SE,3-a. 유지관리 개념 및 방법,1,1,0,"{""q_id"": ""2022_37"", ""user_choice"": [4], ""correct_answer"": [4], ""is_correct"": true}"
471,2026-06-28 05:12:54.643985,SE,1-d. UML/SysML 모델링,1,0,1,"{""q_id"": ""2015_45"", ""user_choice"": [3], ""correct_answer"": [2], ""is_correct"": false}"
472,2026-06-28 05:17:59.137443,SC,"4-b. SW취약점 진단, 도구, 최신 공격 및 대응 기술",1,0,1,"{""q_id"": ""2021_110"", ""user_choice"": [3], ""correct_answer"": [4], ""is_correct"": false}"
473,2026-06-28 05:19:23.087204,PM,"1-a. 정보화 및 소프트웨어 관련 법령 및 고시, 가이드",1,1,0,"{""q_id"": ""2026_4"", ""user_choice"": [4], ""correct_answer"": [4], ""is_correct"": true}"
474,2026-06-28 05:19:58.865629,PM,2-c. 정보시스템 감리 관련 가이드,1,0,1,"{""q_id"": ""2019_17"", ""user_choice"": [2], ""correct_answer"": [1], ""is_correct"": false}"
475,2026-06-28 05:23:29.581104,PM,2-c. 정보시스템 감리 관련 가이드,1,0,1,"{""q_id"": ""2024_10"", ""user_choice"": [4], ""correct_answer"": [3], ""is_correct"": false}"
476,2026-06-28 05:25:48.731311,PM,"2-a. 전자정부법, 정보시스템 감리기준 등 감리 법제도",1,1,0,"{""q_id"": ""2019_16"", ""user_choice"": [1], ""correct_answer"": [1], ""is_correct"": true}"
477,2026-06-28 05:26:40.38731,PM,"1-a. 정보화 및 소프트웨어 관련 법령 및 고시, 가이드",1,0,1,"{""q_id"": ""2018_14"", ""user_choice"": [1], ""correct_answer"": [3], ""is_correct"": false}"
478,2026-06-28 05:32:06.569716,PM,4-b. 통합/범위/자원/일정/위험/품질/성과/조달/변화 관리 등,1,1,0,"{""q_id"": ""2016_5"", ""user_choice"": [3], ""correct_answer"": [3], ""is_correct"": true}"
479,2026-06-28 05:33:06.08158,PM,[기타],1,1,0,"{""q_id"": ""2017_1"", ""user_choice"": [1], ""correct_answer"": [1], ""is_correct"": true}"
480,2026-06-28 05:34:15.967039,PM,"2-a. 전자정부법, 정보시스템 감리기준 등 감리 법제도",1,1,0,"{""q_id"": ""2018_23"", ""user_choice"": [3], ""correct_answer"": [3], ""is_correct"": true}"
481,2026-06-28 05:34:51.294882,PM,[기타],1,1,0,"{""q_id"": ""2026_15"", ""user_choice"": [3], ""correct_answer"": [3], ""is_correct"": true}"
482,2026-06-28 05:35:08.467487,PM,[기타],1,1,0,"{""q_id"": ""2024_23"", ""user_choice"": [4], ""correct_answer"": [4], ""is_correct"": true}"
483,2026-06-28 05:35:56.884147,PM,[기타],1,1,0,"{""q_id"": ""2023_9"", ""user_choice"": [4], ""correct_answer"": [4], ""is_correct"": true}"
484,2026-06-28 05:36:19.347565,PM,[기타],1,0,1,"{""q_id"": ""2026_10"", ""user_choice"": [2], ""correct_answer"": [4], ""is_correct"": false}"
485,2026-06-28 05:49:38.799442,SE,1-d. UML/SysML 모델링,1,1,0,"{""q_id"": ""2019_31"", ""user_choice"": [2], ""correct_answer"": [2], ""is_correct"": true}"
486,2026-06-28 05:50:03.658492,PM,"2-a. 전자정부법, 정보시스템 감리기준 등 감리 법제도",1,1,0,"{""q_id"": ""2026_5"", ""user_choice"": [4], ""correct_answer"": [4], ""is_correct"": true}"
487,2026-06-28 05:50:19.580933,PM,"2-a. 전자정부법, 정보시스템 감리기준 등 감리 법제도",1,1,0,"{""q_id"": ""2016_11"", ""user_choice"": [4], ""correct_answer"": [4], ""is_correct"": true}"
488,2026-06-28 05:54:26.917303,PM,[기타],1,1,0,"{""q_id"": ""2017_2"", ""user_choice"": [3], ""correct_answer"": [3], ""is_correct"": true}"
489,2026-06-28 06:00:21.676959,PM,"2-a. 전자정부법, 정보시스템 감리기준 등 감리 법제도",1,1,0,"{""q_id"": ""2022_22"", ""user_choice"": [2], ""correct_answer"": [2], ""is_correct"": true}"
490,2026-06-28 06:04:44.439609,PM,"2-a. 전자정부법, 정보시스템 감리기준 등 감리 법제도",1,1,0,"{""q_id"": ""2016_18"", ""user_choice"": [4], ""correct_answer"": [4], ""is_correct"": true}"
491,2026-06-28 06:05:27.296466,PM,"2-a. 전자정부법, 정보시스템 감리기준 등 감리 법제도",1,1,0,"{""q_id"": ""2021_15"", ""user_choice"": [3], ""correct_answer"": [3], ""is_correct"": true}"
492,2026-06-28 06:07:45.732617,PM,"2-a. 전자정부법, 정보시스템 감리기준 등 감리 법제도",1,1,0,"{""q_id"": ""2020_12"", ""user_choice"": [4], ""correct_answer"": [4], ""is_correct"": true}"
493,2026-06-28 06:11:40.196397,PM,[기타],1,1,0,"{""q_id"": ""2018_10"", ""user_choice"": [3], ""correct_answer"": [3], ""is_correct"": true}"
494,2026-06-28 06:12:22.179329,PM,4-b. 통합/범위/자원/일정/위험/품질/성과/조달/변화 관리 등,1,1,0,"{""q_id"": ""2019_8"", ""user_choice"": [4], ""correct_answer"": [4], ""is_correct"": true}"
495,2026-06-28 06:12:50.079068,PM,[기타],1,1,0,"{""q_id"": ""2026_18"", ""user_choice"": [2], ""correct_answer"": [2], ""is_correct"": true}"
496,2026-06-28 06:13:04.231567,PM,[기타],1,1,0,"{""q_id"": ""2024_20"", ""user_choice"": [1], ""correct_answer"": [1], ""is_correct"": true}"
497,2026-06-28 06:13:38.158086,PM,"2-a. 전자정부법, 정보시스템 감리기준 등 감리 법제도",1,1,0,"{""q_id"": ""2021_13"", ""user_choice"": [4], ""correct_answer"": [4], ""is_correct"": true}"
498,2026-06-28 06:13:51.003506,PM,[기타],1,1,0,"{""q_id"": ""2018_8"", ""user_choice"": [4], ""correct_answer"": [4], ""is_correct"": true}"
499,2026-06-28 06:14:55.402728,PM,"2-a. 전자정부법, 정보시스템 감리기준 등 감리 법제도",1,1,0,"{""q_id"": ""2015_14"", ""user_choice"": [2], ""correct_answer"": [2], ""is_correct"": true}"
500,2026-06-28 06:16:55.781822,PM,"2-a. 전자정부법, 정보시스템 감리기준 등 감리 법제도",1,1,0,"{""q_id"": ""2023_18"", ""user_choice"": [1], ""correct_answer"": [1], ""is_correct"": true}"
501,2026-06-28 06:20:16.79785,PM,2-c. 정보시스템 감리 관련 가이드,1,0,1,"{""q_id"": ""2025_16"", ""user_choice"": [1], ""correct_answer"": [4], ""is_correct"": false}"
502,2026-06-28 06:31:30.993171,SE,1-c. 설계원리,1,1,0,"{""q_id"": ""2021_26"", ""user_choice"": [2], ""correct_answer"": [2], ""is_correct"": true}"
503,2026-06-28 06:32:12.00917,SE,1-c. 설계원리,1,1,0,"{""q_id"": ""2018_46"", ""user_choice"": [2], ""correct_answer"": [2], ""is_correct"": true}"
504,2026-06-28 06:32:12.89846,SE,1-c. 설계원리,1,1,0,"{""q_id"": ""2018_46"", ""user_choice"": [2], ""correct_answer"": [2], ""is_correct"": true}"
505,2026-06-28 06:33:00.152314,SE,1-b. 객체지향 개념,1,1,0,"{""q_id"": ""2019_49"", ""user_choice"": [1], ""correct_answer"": [1], ""is_correct"": true}"
506,2026-06-28 06:33:13.422561,SE,1-b. 객체지향 개념,1,1,0,"{""q_id"": ""2015_29"", ""user_choice"": [1], ""correct_answer"": [1], ""is_correct"": true}"
507,2026-06-28 06:34:11.231775,SE,"1-a. 요구사항 도출, 요구사항 분석, 요구사항 명세, 요구사항 추적",1,1,0,"{""q_id"": ""2022_49"", ""user_choice"": [3], ""correct_answer"": [3], ""is_correct"": true}"
508,2026-06-28 06:34:33.494371,PM,2-c. 정보시스템 감리 관련 가이드,1,1,0,"{""q_id"": ""2025_16"", ""user_choice"": [4], ""correct_answer"": [4], ""is_correct"": true}"
509,2026-06-28 06:35:31.371503,PM,"1-a. 정보화 및 소프트웨어 관련 법령 및 고시, 가이드",1,1,0,"{""q_id"": ""2025_2"", ""user_choice"": [4], ""correct_answer"": [4], ""is_correct"": true}"
510,2026-06-28 06:36:04.078114,PM,"2-a. 전자정부법, 정보시스템 감리기준 등 감리 법제도",1,1,0,"{""q_id"": ""2026_7"", ""user_choice"": [4], ""correct_answer"": [4], ""is_correct"": true}"
511,2026-06-28 06:37:05.686314,PM,[기타],1,0,1,"{""q_id"": ""2024_18"", ""user_choice"": [1], ""correct_answer"": [4], ""is_correct"": false}"
512,2026-06-28 07:02:27.747638,SE,3-b. 형상관리,1,1,0,"{""q_id"": ""2017_39"", ""user_choice"": [4], ""correct_answer"": [4], ""is_correct"": true}"
513,2026-06-28 07:02:39.449054,SE,3-b. 형상관리,1,1,0,"{""q_id"": ""2017_39"", ""user_choice"": [4], ""correct_answer"": [4], ""is_correct"": true}"
514,2026-06-28 07:08:12.119991,SE,3-b. 형상관리,1,0,1,"{""q_id"": ""2017_27"", ""user_choice"": [2], ""correct_answer"": [4], ""is_correct"": false}"
515,2026-06-28 07:08:21.286262,SE,3-b. 형상관리,1,1,0,"{""q_id"": ""2017_27"", ""user_choice"": [4], ""correct_answer"": [4], ""is_correct"": true}"
516,2026-06-28 07:08:26.35493,SE,3-b. 형상관리,1,1,0,"{""q_id"": ""2017_27"", ""user_choice"": [4], ""correct_answer"": [4], ""is_correct"": true}"
517,2026-06-28 07:08:30.415936,SE,3-b. 형상관리,1,1,0,"{""q_id"": ""2017_27"", ""user_choice"": [4], ""correct_answer"": [4], ""is_correct"": true}"
518,2026-06-28 07:08:34.183691,SE,3-b. 형상관리,1,0,1,"{""q_id"": ""2017_27"", ""user_choice"": [2], ""correct_answer"": [4], ""is_correct"": false}"
519,2026-06-28 07:10:40.836285,SE,"2-a. 프로그래밍언어 및 환경(코딩원리, 코딩오류, 코딩 스타일, uml과 코딩)",1,1,0,"{""q_id"": ""2016_34"", ""user_choice"": [2], ""correct_answer"": [2], ""is_correct"": true}"
520,2026-06-28 07:16:16.770624,SE,"5-b. SW Process 품질(CMMi, SPICE, SP인증 등)",1,0,1,"{""q_id"": ""2023_38"", ""user_choice"": [1], ""correct_answer"": [4], ""is_correct"": false}"
521,2026-06-28 07:16:40.621635,SE,"5-b. SW Process 품질(CMMi, SPICE, SP인증 등)",1,1,0,"{""q_id"": ""2023_38"", ""user_choice"": [1], ""correct_answer"": [1], ""is_correct"": true}"
522,2026-06-28 07:31:32.877472,SE,1-c. 설계원리,1,1,0,"{""q_id"": ""2019_29"", ""user_choice"": [3], ""correct_answer"": [3], ""is_correct"": true}"
523,2026-06-28 07:31:50.946073,SE,"3-d. 재사용, 재공학, 역공학, Refactoring",1,1,0,"{""q_id"": ""2017_40"", ""user_choice"": [1], ""correct_answer"": [1], ""is_correct"": true}"
524,2026-06-28 07:32:36.32225,SE,"1-a. 요구사항 도출, 요구사항 분석, 요구사항 명세, 요구사항 추적",1,1,0,"{""q_id"": ""2020_26"", ""user_choice"": [3], ""correct_answer"": [3], ""is_correct"": true}"
525,2026-06-28 07:33:29.896658,SE,5-a. SW Product 품질,1,1,0,"{""q_id"": ""2018_29"", ""user_choice"": [3], ""correct_answer"": [3], ""is_correct"": true}"
526,2026-06-28 07:33:51.551261,SE,2-e. 테스팅 방법 및 도구,1,1,0,"{""q_id"": ""2025_39"", ""user_choice"": [2], ""correct_answer"": [2], ""is_correct"": true}"
527,2026-06-28 07:34:15.440097,SE,[기타],1,1,0,"{""q_id"": ""2023_44"", ""user_choice"": [1], ""correct_answer"": [1], ""is_correct"": true}"
528,2026-06-28 07:36:36.431711,SE,"2-a. 프로그래밍언어 및 환경(코딩원리, 코딩오류, 코딩 스타일, uml과 코딩)",1,1,0,"{""q_id"": ""2015_46"", ""user_choice"": [1], ""correct_answer"": [1], ""is_correct"": true}"
529,2026-06-28 07:38:00.403638,SE,1-d. UML/SysML 모델링,1,1,0,"{""q_id"": ""2026_34"", ""user_choice"": [3], ""correct_answer"": [3], ""is_correct"": true}"
530,2026-06-28 07:41:46.938943,SE,"2-a. 프로그래밍언어 및 환경(코딩원리, 코딩오류, 코딩 스타일, uml과 코딩)",1,0,1,"{""q_id"": ""2016_34"", ""user_choice"": [3], ""correct_answer"": [2], ""is_correct"": false}"
531,2026-06-28 08:14:01.271257,SE,1-d. UML/SysML 모델링,1,1,0,"{""q_id"": ""2025_30"", ""user_choice"": [4], ""correct_answer"": [4], ""is_correct"": true}"
532,2026-06-28 08:14:22.367788,SE,"1-a. 요구사항 도출, 요구사항 분석, 요구사항 명세, 요구사항 추적",1,1,0,"{""q_id"": ""2022_42"", ""user_choice"": [3], ""correct_answer"": [3], ""is_correct"": true}"
533,2026-06-28 08:15:29.465508,SE,"1-e. 아키텍처 스타일(계층구조, 클라이언트 서버, 트랜잭션 처리, mvc, 이벤트 중심 등)",1,1,0,"{""q_id"": ""2017_33"", ""user_choice"": [3], ""correct_answer"": [3], ""is_correct"": true}"
534,2026-06-28 08:17:26.858156,PM,"2-a. 전자정부법, 정보시스템 감리기준 등 감리 법제도",1,0,1,"{""q_id"": ""2018_17"", ""user_choice"": [4], ""correct_answer"": [2], ""is_correct"": false}"
535,2026-06-28 08:19:50.472729,PM,"2-a. 전자정부법, 정보시스템 감리기준 등 감리 법제도",1,1,0,"{""q_id"": ""2025_1"", ""user_choice"": [4], ""correct_answer"": [4], ""is_correct"": true}"
536,2026-06-28 08:20:35.644947,PM,"2-a. 전자정부법, 정보시스템 감리기준 등 감리 법제도",1,1,0,"{""q_id"": ""2024_7"", ""user_choice"": [2], ""correct_answer"": [2], ""is_correct"": true}"
537,2026-06-28 08:21:37.225514,PM,"2-a. 전자정부법, 정보시스템 감리기준 등 감리 법제도",1,1,0,"{""q_id"": ""2016_15"", ""user_choice"": [3], ""correct_answer"": [3], ""is_correct"": true}"
538,2026-06-28 08:25:03.476905,PM,"1-a. 정보화 및 소프트웨어 관련 법령 및 고시, 가이드",1,1,0,"{""q_id"": ""2016_21"", ""user_choice"": [3], ""correct_answer"": [3], ""is_correct"": true}"
539,2026-06-28 08:26:09.234448,PM,"2-a. 전자정부법, 정보시스템 감리기준 등 감리 법제도",1,0,1,"{""q_id"": ""2015_13"", ""user_choice"": [4], ""correct_answer"": [1], ""is_correct"": false}"
540,2026-06-28 08:28:44.326265,SC,"5-a. 정보보호 및 개인정보보호 관련 법규, 표준, 지침, 평가/인증제도",1,0,1,"{""q_id"": ""2024_111"", ""user_choice"": [1], ""correct_answer"": [3], ""is_correct"": false}"
